  0.0000000000000000e+00	 6.9428228102728917e+02	  -2.0751934967838679e+01	
  3.0000000000000000e+01	 6.6598635914990621e+02	  -8.3328768515893614e+00	
  6.0000000000000000e+01	 6.2395102637683033e+02	  1.8507131710639669e+01	
  9.0000000000000000e+01	 5.8679022006733567e+02	  4.6287788393800980e+01	
  1.2000000000000000e+02	 5.5517595744683945e+02	  6.8766060208321079e+01	
  1.5000000000000000e+02	 5.2102538272899585e+02	  9.1686052527726190e+01	
  1.8000000000000000e+02	 5.0052759815434416e+02	  1.0378129874648029e+02	
  2.1000000000000000e+02	 4.7746614487761019e+02	  1.2672503426182912e+02	
  2.4000000000000000e+02	 4.5061888036195728e+02	  1.4586544212304989e+02	
  2.7000000000000000e+02	 4.4467766085181978e+02	  1.1473422845794778e+02	
  3.0000000000000000e+02	 4.2853933837523425e+02	  8.5529659340561693e+01	
  3.3000000000000000e+02	 4.1092238803654436e+02	  4.5485080621464704e+01	
  3.6000000000000000e+02	 3.9396791966651085e+02	  -1.2988143141993191e+00	
  3.9000000000000000e+02	 3.7489091127008305e+02	  -4.9177572602528492e+01	
  4.2000000000000000e+02	 3.7233665768448333e+02	  -6.6786934658439790e+01	
  4.5000000000000000e+02	 3.6254047055794666e+02	  -1.0512531966957000e+02	
  4.8000000000000000e+02	 3.4703351792471051e+02	  -1.2973188318651029e+02	
  5.1000000000000000e+02	 3.3036611785712239e+02	  -1.6707153660938832e+02	
  5.4000000000000000e+02	 3.1704533287992183e+02	  -1.9240622559355751e+02	
  5.7000000000000000e+02	 3.0628243618274774e+02	  -2.2487156036198274e+02	
  6.0000000000000000e+02	 2.8964552772911890e+02	  -2.7550938932383389e+02	
  6.3000000000000000e+02	 2.7730570442884300e+02	  -3.1296327901003860e+02	
  6.6000000000000000e+02	 2.6173126086841944e+02	  -3.5399800635098222e+02	
  6.9000000000000000e+02	 2.4498304695843052e+02	  -3.8830122810623601e+02	
  7.2000000000000000e+02	 2.2906873301945649e+02	  -4.3047644202708648e+02	
  7.5000000000000000e+02	 2.0562226463585236e+02	  -4.7593163272571911e+02	
  7.8000000000000000e+02	 1.9484653847830933e+02	  -5.1247829253825773e+02	
  8.1000000000000000e+02	 1.9527651477706806e+02	  -5.1265280153255844e+02	
  8.4000000000000000e+02	 1.9526319331545423e+02	  -5.1456758357463934e+02	
  8.7000000000000000e+02	 1.9684261416439585e+02	  -5.1377545855933101e+02	
  9.0000000000000000e+02	 1.9839522416051463e+02	  -5.1366650070907440e+02	
  9.3000000000000000e+02	 1.9718510791113951e+02	  -5.1513673711652325e+02	
  9.6000000000000000e+02	 1.9683512955138841e+02	  -5.1580621410769061e+02	
  9.9000000000000000e+02	 1.9853555489515691e+02	  -5.1425898506761973e+02	
  1.0200000000000000e+03	 1.9654168476196085e+02	  -5.1229004510534935e+02	
  1.0500000000000000e+03	 2.2879661842268345e+02	  -5.0801089852033130e+02	
  1.0800000000000000e+03	 2.5936474052485374e+02	  -5.0634452660038818e+02	
  1.1100000000000000e+03	 2.8808248134960161e+02	  -4.9824178193139244e+02	
  1.1400000000000000e+03	 3.3045558465072691e+02	  -4.9057030094651014e+02	
  1.1700000000000000e+03	 3.7246586529126535e+02	  -4.8521512327633070e+02	
  1.2000000000000000e+03	 3.9973817475733944e+02	  -4.7917788663895709e+02	
  1.2300000000000000e+03	 4.3829701914811716e+02	  -4.7611734739134818e+02	
  1.2600000000000000e+03	 4.7034780199390502e+02	  -4.7338013922008940e+02	
  1.2900000000000000e+03	 4.9863006919037127e+02	  -4.6246994976356763e+02	
  1.3200000000000000e+03	 5.2760574514643417e+02	  -4.5378790897737588e+02	
  1.3500000000000000e+03	 5.7382977742135517e+02	  -4.5019148295261476e+02	
  1.3800000000000000e+03	 5.8476268968089084e+02	  -4.4618653400573737e+02	
  1.4100000000000000e+03	 5.8500048069461934e+02	  -4.4520680020950863e+02	
  1.4400000000000000e+03	 5.8697599834362416e+02	  -4.4718838144264180e+02	
  1.4700000000000000e+03	 5.7728269645317744e+02	  -4.0880020424581312e+02	
  1.5000000000000000e+03	 5.7277088135448025e+02	  -3.8432905210704013e+02	
  1.5300000000000000e+03	 5.6163862753452963e+02	  -3.5499920613911036e+02	
  1.5600000000000000e+03	 5.5676078812494154e+02	  -3.3261830667544490e+02	
  1.5900000000000000e+03	 5.4371755733133273e+02	  -2.9038376012993911e+02	
  1.6200000000000000e+03	 5.3858204975941476e+02	  -2.4675716020388188e+02	
  1.6500000000000000e+03	 5.3209687919925807e+02	  -2.0327979738785510e+02	
  1.6800000000000000e+03	 5.2601358586401807e+02	  -1.6207397250974063e+02	
  1.7100000000000000e+03	 5.2406755925389382e+02	  -1.3962970417051866e+02	
  1.7400000000000000e+03	 5.1438541073071519e+02	  -1.1009115281568604e+02	
  1.7700000000000000e+03	 5.0242509524256224e+02	  -6.0020804930366587e+01	
  1.8000000000000000e+03	 4.9941356860473661e+02	  -3.0738608703658066e+01	
  1.8300000000000000e+03	 4.9354380974779787e+02	  1.0507864778027134e+01	
  1.8600000000000000e+03	 4.8109552490865383e+02	  4.6357312977253379e+01	
  1.8900000000000000e+03	 4.7460705674763312e+02	  8.0961141281213258e+01	
  1.9200000000000000e+03	 4.6794009519177285e+02	  1.0003417454031823e+02	
  1.9500000000000000e+03	 4.3722561814081382e+02	  9.8215216167039188e+01	
  1.9800000000000000e+03	 4.1011599887691472e+02	  8.9045183185108911e+01	
  2.0100000000000000e+03	 3.5898995133776720e+02	  8.1768945398907974e+01	
  2.0400000000000000e+03	 3.1427222700195102e+02	  7.7419145387356508e+01	
  2.0700000000000000e+03	 2.7997032496505506e+02	  7.3363412955059928e+01	
  2.1000000000000000e+03	 2.5698959193495909e+02	  6.4958807875409619e+01	
  2.1300000000000000e+03	 2.2355654715126940e+02	  5.3331538568842106e+01	
  2.1600000000000000e+03	 1.8441539164785212e+02	  4.3684712523795838e+01	
  2.1900000000000000e+03	 1.6205590572232344e+02	  4.2563435726757199e+01	
  2.2200000000000000e+03	 1.2507134930382988e+02	  3.2253763360998725e+01	
  2.2500000000000000e+03	 1.0325262316835617e+02	  2.9626787151302036e+01	
  2.2800000000000000e+03	 7.4760311175204620e+01	  2.2467557708667620e+01	
  2.3100000000000000e+03	 3.7485879656104878e+01	  1.5706689104861319e+01	
  2.3400000000000000e+03	 -5.1955532842803009e+00	  1.0783629741420066e+01	
  2.3700000000000000e+03	 -4.2925281894618728e+01	  6.4642050716587089e+00	
  2.4000000000000000e+03	 -8.8412680401819642e+01	  -5.3001423076010035e-01	
  2.4300000000000000e+03	 -1.1681905259918334e+02	  -3.0734566532038388e+00	
  2.4600000000000000e+03	 -1.4454092745745217e+02	  -6.2199465855599350e+00	
  2.4900000000000000e+03	 -1.7389196655813171e+02	  -1.6294483810493443e+01	
  2.5200000000000000e+03	 -2.1098073205729671e+02	  -1.8796106687047139e+01	
  2.5500000000000000e+03	 -2.4347469843943151e+02	  -2.3509635887397874e+01	
  2.5800000000000000e+03	 -2.8516816300103244e+02	  -3.1543524537243872e+01	
  2.6100000000000000e+03	 -3.1124580987209680e+02	  -3.5140404573136408e+01	
  2.6400000000000000e+03	 -3.3870466866983736e+02	  -4.4141197887092297e+01	
  2.6700000000000000e+03	 -3.7248658590957621e+02	  -5.0563722256511170e+01	
  2.7000000000000000e+03	 -4.0400183281927838e+02	  -5.6187775181438376e+01	
  2.7300000000000000e+03	 -4.3244579703262212e+02	  -6.2212768908274668e+01	
  2.7600000000000000e+03	 -4.7577895644505952e+02	  -7.1497408957694105e+01	
  2.7900000000000000e+03	 -5.1975869612084819e+02	  -8.7400981960645424e+01	
  2.8200000000000000e+03	 -5.4428868901130011e+02	  -8.9848754225027164e+01	
